美团交易账单明细
美团用户名：[UzS242497258]
起始时间：[2025-01-01] 终止时间：[2025-03-31]
导出交易类型：[全部]
导出时间：[2026-02-03 10:57:27]
""
共：64笔记录
支出：54笔 2062.93元
收入：10笔 173.72元
不计收支：0笔 0.00元
""
特别提示：
1. 本明细与实际交易结果不符时，以实际交易情况为准
2. 本明细仅展示当前账单中的交易，不包括已删除的记录
3. 部分账单记录如充值/提现等交易，不计入为收入或支出类别
4. 因统计逻辑不同，明细的实付金额累加后可能与统计金额不一致，请以实际交易金额为准
5. 本明细仅供用户个人对账使用，不具备任何证明效力，禁止用于非法用途
""
【美团交易账单明细列表】
交易创建时间,交易成功时间,交易类型,订单标题,收/支,支付方式,订单金额,实付金额,交易单号,商家单号,备注
2025-03-31 13:29:58,2025-03-31 13:29:59,支付,Tims天好咖啡(时代金融中心店) 订单详情,支出,美团月付,¥18.00,¥18.00,"25033111100301670000272276962498	","0_1833262894995030	",/
2025-03-29 19:45:41,2025-03-29 19:45:42,支付,花果切·鲜切水果（国展店） 订单详情,支出,美团月付,¥30.60,¥30.60,"25032911100301670000046495696498	","1_1832290903379013	",/
2025-03-29 10:59:00,2025-03-29 10:59:01,支付,新京派名厨烤鸭（江桥店） 订单详情,支出,美团月付,¥54.95,¥54.95,"25032911100301670009945633175498	","0_1831762949203095	",/
2025-03-28 18:17:53,2025-03-28 18:18:06,支付,对酒当歌·地道川菜代金券,支出,微信支付,¥140.50,¥140.50,"25032811100301670009872186023498	","1KYCXTHXBJ403186	",/
2025-03-26 13:24:51,2025-03-26 13:24:52,支付,茶百道（东昌路店） 订单详情,支出,美团月付,¥16.00,¥16.00,"25032611100301670009574798174498	","0_1827556751507077	",/
2025-03-26 06:09:28,2025-03-26 06:09:33,退款,「心向往之」伯牙绝弦+青青糯山,收入,美团月付,¥26.20,¥26.20,"2503260138810188498	","49810086287192712300E83600GT7T	",/
2025-03-23 17:01:02,2025-03-23 17:01:03,支付,有厨生鲜（紫欣菜市场店） 订单详情,支出,美团月付,¥11.71,¥11.71,"25032311100301670009184226671498	","1_1825137031379046	",/
2025-03-23 11:01:44,2025-03-23 11:01:45,支付,有厨生鲜（紫欣菜市场店） 订单详情,支出,美团月付,¥12.40,¥12.40,"25032311100301670009119840907498	","1_1825011822035007	",/
2025-03-21 19:51:12,2025-03-21 19:51:13,支付,乐购汪（虹桥中心店） 订单详情,支出,美团月付,¥19.29,¥19.29,"25032111100301670008889968884498	","1_1824031583891026	",/
2025-03-17 19:35:53,2025-03-17 19:35:55,支付,魔都三兄弟·重庆小面·川渝小吃代金券,支出,美团月付,¥30.00,¥30.00,"25031711100301670008343061637498	","1KXG28S0E8G03186	",/
2025-03-10 21:55:52,2025-03-10 21:55:56,退款,大斌烧烤·吉林小串老唬菜1份,收入,美团月付,¥6.00,¥5.94,"2503100195035776498	","4981008439610159422T1UC6004C2T	",/
2025-03-09 05:52:34,2025-03-09 05:52:38,退款,瑞幸咖啡【瑞门特惠】爆款甄选12选1,收入,美团月付,¥11.90,¥11.90,"2503090177576989498	","498100856029730745457BL600CRYY	",/
2025-03-08 15:58:57,2025-03-08 15:59:08,还款,【美团月付】代扣还款-2025年3月账单,支出,招商银行储蓄卡(6527),¥289.99,¥289.99,"25030811100301670007060535266498	","2503081558575640010184459498_141129498	",/
2025-03-08 13:43:21,2025-03-08 13:43:22,支付,炎伙记·顺德小馆 Bistro代金券,支出,美团月付,¥93.50,¥93.50,"25030811100301670007028993455498	","1KWPN7SCW5203186	",/
2025-03-08 11:17:11,2025-03-08 11:17:11,支付,自动续费套餐,支出,美团月付,¥16.80,¥16.80,"25030811100301670006997724858498	","017929441118321001741403831226	",/
2025-03-07 20:36:23,2025-03-07 20:36:24,支付,热炒专家炒饭炒面 订单详情,支出,美团月付,¥16.77,¥16.77,"25030711100301670006938745515498	","0_1812629072083098	",/
2025-03-01 12:25:41,2025-03-01 12:25:42,支付,磁盛天毛血旺·川菜（中骏广场店） 订单详情,支出,美团月付,¥81.00,¥81.00,"25030111100301670006070652584498	","0_1805750515219080	",/
2025-03-01 12:20:15,2025-03-01 12:20:19,支付,神会员省钱包-290133804031683147,支出,美团月付,¥3.10,¥3.06,"25030111100301670006067722616498	","5802045935u282b	",/
2025-02-23 20:00:08,2025-02-23 20:00:10,支付,「心向往之」伯牙绝弦+青青糯山,支出,美团月付,¥26.20,¥26.20,"25022311100301670005390015187498	","1KUN3E80E8303186	",/
2025-02-23 01:12:53,2025-02-23 01:12:54,支付,世纪华联超市（爱博店） 订单详情,支出,美团月付,¥12.57,¥12.57,"25022311100301670005268429494498	","1_1801091836243056	",/
2025-02-22 22:19:42,2025-02-22 22:19:44,支付,茶百道（华漕旭辉店） 订单详情,支出,美团月付,¥15.00,¥15.00,"25022211100301670005256545773498	","0_1800936876435027	",/
2025-02-22 22:18:56,2025-02-22 22:18:57,支付,茶百道（华漕旭辉店） 订单详情,支出,美团月付,¥10.00,¥10.00,"25022211100301670005256583638498	","0_1800949663571023	",/
2025-02-22 22:16:29,2025-02-22 22:16:30,支付,茶百道（华漕旭辉店） 订单详情,支出,美团月付,¥10.00,¥10.00,"25022211100301670005256334736498	","0_1800783455955021	",/
2025-02-22 17:48:29,2025-02-22 17:48:30,支付,悸动（华漕峰度荟店） 订单详情,支出,美团月付,¥12.00,¥12.00,"25022211100301670005210966292498	","0_1800737090003037	",/
2025-02-22 17:46:15,2025-02-22 17:46:17,支付,茉莉奶白（上海闵行虹桥天地店） 订单详情,支出,美团月付,¥14.35,¥14.35,"25022211100301670005211036507498	","0_1800622050195079	",/
2025-02-21 08:21:48,2025-02-21 08:21:49,支付,瑞幸咖啡(融信绿地国际店) 订单详情,支出,美团月付,¥12.48,¥12.48,"25022111100301670004981260226498	","0_1799294593043072	",/
2025-02-21 08:20:45,2025-02-21 08:20:46,支付,瑞幸咖啡【瑞门特惠】爆款甄选12选1,支出,美团月付,¥11.90,¥11.90,"25022111100301670004979868045498	","1KUFHNX57BL03186	",/
2025-02-19 19:05:25,2025-02-19 19:05:45,退款,美团免押充电,收入,微信支付,¥3.00,¥3.00,"2502190014160350498	","1204981892168606859771933	",/
2025-02-19 17:42:45,2025-02-19 18:46:43,支付,美团免押充电,支出,微信支付,¥9.00,¥9.00,"25021911100301670004795669145498	","1104981892147802776186914	",/
2025-02-15 19:48:32,2025-02-15 19:48:52,退款,美团免押充电,收入,微信支付,¥8.00,¥8.00,"2502150077129181498	","1204981890729905134850082	",/
2025-02-15 18:25:13,2025-02-15 19:44:26,支付,美团免押充电,支出,微信支付,¥8.00,¥8.00,"25021511100301670004289536734498	","1104981890708939557982215	",/
2025-02-14 21:36:55,2025-02-14 21:36:59,支付,餐饮2份,支出,美团月付,¥135.00,¥134.98,"25021411100301670004162680567498	","1KTYHPP6N2Y031862	",/
2025-02-14 20:14:01,2025-02-14 20:14:06,支付,大斌烧烤·吉林小串老唬菜1份,支出,美团月付,¥6.00,¥5.94,"25021411100301670004153741293498	","1KTYCW9T1UC03186	",/
2025-02-11 12:30:36,2025-02-11 12:30:48,支付,将相王者·黄焖鸡米饭（第八档口饭搭子美食城店）-2901465234082368716,支出,美团月付,¥7.90,¥7.77,"25021111100301670003672003541498	","2_1791587799763054	",/
2025-02-10 14:41:16,2025-02-10 14:41:20,退款,九品LKD台球俱乐部,收入,美团月付,¥24.90,¥24.88,"2502100122775756498	","4981005341897423166MZS5500H9A0	",/
2025-02-10 14:41:04,2025-02-10 14:41:08,退款,九品LKD台球俱乐部,收入,美团月付,¥19.90,¥19.90,"2502100122648134498	","4981005341603807550KE04520NXWL	",/
2025-02-08 15:51:58,2025-02-08 15:52:09,还款,【美团月付】代扣还款-2025年2月账单,支出,招商银行储蓄卡(6527),¥1100.26,¥1100.26,"25020811100301670003283402709498	","2502081551582302010099029498_141129498	",/
2025-02-06 11:04:18,2025-02-06 11:04:19,支付,自动续费套餐,支出,美团月付,¥16.80,¥16.80,"25020611100301670002968339200498	","017929441118865001738811058512	",/
