1033,2,3,ALIPAY,PLATFORM_ORDER,6cd51f41c2e3cd53cc0140c351b5faf1,"{""amount"": ""8.80"", ""remark"": """", ""tradeTime"": ""2025-01-01 14:21:03"", ""tradeStatus"": ""代付成功"", ""counterparty"": ""赵英"", ""tradeOrderNo"": ""2025010104200353531088334704\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""亲友代付"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""2025010104200353531088334704\t"", ""productDescription"": ""代付"", ""counterpartyAccount"": ""152******38""}",2025010104200353531088334704	,2025-01-01 14:21:03,8.80,OUT,赵英,4573,代付 - 亲友代付,31,2.0.0,0,2026-02-04 15:49:35,PARSED,3,2026-02-04 15:49:38,3,2026-02-04 15:49:38,0,其他支出
1034,2,3,ALIPAY,PLATFORM_ORDER,341d0b44d79c1be81ca051b56eebfc8d,"{""amount"": ""14.24"", ""remark"": """", ""tradeTime"": ""2025-01-01 14:19:42"", ""tradeStatus"": ""代付成功"", ""counterparty"": ""赵英"", ""tradeOrderNo"": ""2025010104200353531088264263\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""亲友代付"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""2025010104200353531088264263\t"", ""productDescription"": ""代付"", ""counterpartyAccount"": ""152******38""}",2025010104200353531088264263	,2025-01-01 14:19:42,14.24,OUT,赵英,4573,代付 - 亲友代付,31,2.0.0,0,2026-02-04 15:49:35,PARSED,3,2026-02-04 15:49:38,3,2026-02-04 15:49:38,0,其他支出
1035,2,3,ALIPAY,PLATFORM_ORDER,2ca122a801c530cfb58a2008803f4bbd,"{""amount"": ""3.90"", ""remark"": """", ""tradeTime"": ""2025-01-01 09:42:38"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""支付宝小荷包(?聚会时刻)"", ""tradeOrderNo"": ""20250101020070011520900080239542\t"", ""paymentMethod"": ""农业银行储蓄卡(6978)"", ""tradeCategory"": ""转账红包"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""2024050100424002040078000942609620250101090000\t"", ""productDescription"": ""支付宝小荷包-自动攒"", ""counterpartyAccount"": ""/""}",20250101020070011520900080239542	,2025-01-01 09:42:38,3.90,OUT,支付宝小荷包(?聚会时刻),6978,支付宝小荷包-自动攒 - 转账红包,1202,2.0.0,0,2026-02-04 15:49:35,PARSED,3,2026-02-04 15:49:38,3,2026-02-04 15:49:38,0,支付宝红包
331,2,3,ALIPAY,PLATFORM_ORDER,c73df75c582ff3bc39ac43a4ddbcaeb4,"{""amount"": ""2.00"", ""remark"": """", ""tradeTime"": ""2025-11-04 10:03:29"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025110422001445901446002078\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25110410032910400216\t"", ""productDescription"": ""上海公交-803路-2025-11-04 08:03:26"", ""counterpartyAccount"": ""jtk***@sptcc.com""}",2025110422001445901446002078	,2025-11-04 10:03:29,2.00,OUT,上海公共交通卡股份有限公司,4573,上海公交-803路-2025-11-04 08:03:26 - 交通出行,203,2.0.0,0,2026-02-04 15:49:34,PARSED,3,2026-02-04 15:49:36,3,2026-02-04 15:49:36,0,交通补贴
329,2,3,ALIPAY,PLATFORM_ORDER,b7125129117743cf4d29e8dedd36da9b,"{""amount"": ""3.00"", ""remark"": """", ""tradeTime"": ""2025-11-04 20:26:15"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025110422001445901452688696\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25110420261510500136\t"", ""productDescription"": ""上海地铁-漕河泾开发区-2025-11-04 18:14:35-七宝-2025-11-04 18:26:12"", ""counterpartyAccount"": ""zfb***@sptcc.com""}",2025110422001445901452688696	,2025-11-04 20:26:15,3.00,OUT,上海公共交通卡股份有限公司,4573,上海地铁-漕河泾开发区-2025-11-04 18:14:35-七宝-2025-11-04 18:26:12 - 交通出行,203,2.0.0,0,2026-02-04 15:49:34,PARSED,3,2026-02-04 15:49:36,3,2026-02-04 15:49:36,0,交通补贴
165,2,3,ALIPAY,PLATFORM_ORDER,3bec4c05662673a4a573ae91f4846ca9,"{""amount"": ""2.00"", ""remark"": """", ""tradeTime"": ""2025-12-11 10:03:06"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025121122001445901443770182\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25121110030610400459\t"", ""productDescription"": ""上海公交-803路-2025-12-11 08:03:03"", ""counterpartyAccount"": ""jtk***@sptcc.com""}",2025121122001445901443770182	,2025-12-11 10:03:06,2.00,OUT,上海公共交通卡股份有限公司,4573,上海公交-803路-2025-12-11 08:03:03 - 交通出行,203,2.0.0,0,2026-02-04 15:49:33,PARSED,3,2026-02-04 15:49:35,3,2026-02-04 15:49:35,0,交通补贴
168,2,3,ALIPAY,PLATFORM_ORDER,949660934b124686aa1062ddb4b3f696,"{""amount"": ""1.76"", ""remark"": """", ""tradeTime"": ""2025-12-10 11:00:45"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025121022001445901437946903\t"", ""paymentMethod"": ""宁波银行信用卡(4573)&宁波银行立减金"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25121011004510400261\t"", ""productDescription"": ""上海地铁-七宝-2025-12-10 08:50:48-漕河泾开发区-2025-12-10 09:00:42"", ""counterpartyAccount"": ""zfb***@sptcc.com""}",2025121022001445901437946903	,2025-12-10 11:00:45,1.76,OUT,上海公共交通卡股份有限公司,4573,上海地铁-七宝-2025-12-10 08:50:48-漕河泾开发区-2025-12-10 09:00:42 - 交通出行,203,2.0.0,0,2026-02-04 15:49:33,PARSED,3,2026-02-04 15:49:35,3,2026-02-04 15:49:35,0,交通补贴
52,2,3,ALIPAY,PLATFORM_ORDER,b6fc74320aaf805ef01bcb57ae6bcc8b,"{""amount"": ""1.00"", ""remark"": """", ""tradeTime"": ""2025-12-31 20:41:37"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025123122001445901446701069\t"", ""paymentMethod"": ""花呗"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25123120413710400350\t"", ""productDescription"": ""上海公交-803路-2025-12-31 18:41:34"", ""counterpartyAccount"": ""jtk***@sptcc.com""}",2025123122001445901446701069	,2025-12-31 20:41:37,1.00,OUT,上海公共交通卡股份有限公司,花呗,上海公交-803路-2025-12-31 18:41:34 - 交通出行,203,2.0.0,0,2026-02-04 15:49:33,PARSED,3,2026-02-04 15:49:35,3,2026-02-04 15:49:35,0,交通补贴
169,2,3,ALIPAY,PLATFORM_ORDER,5148712825d8388d32c2caf41fdb8ad8,"{""amount"": ""2.00"", ""remark"": """", ""tradeTime"": ""2025-12-10 10:12:31"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""上海公共交通卡股份有限公司"", ""tradeOrderNo"": ""2025121022001445901437859492\t"", ""paymentMethod"": ""宁波银行信用卡(4573)"", ""tradeCategory"": ""交通出行"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""25121010123110400665\t"", ""productDescription"": ""上海公交-803路-2025-12-10 08:12:28"", ""counterpartyAccount"": ""jtk***@sptcc.com""}",2025121022001445901437859492	,2025-12-10 10:12:31,2.00,OUT,上海公共交通卡股份有限公司,4573,上海公交-803路-2025-12-10 08:12:28 - 交通出行,203,2.0.0,0,2026-02-04 15:49:33,PARSED,3,2026-02-04 15:49:35,3,2026-02-04 15:49:35,0,交通补贴
54,2,3,ALIPAY,PLATFORM_ORDER,eb1e18659b7b34304a08b1ecc148ea43,"{""amount"": ""50.94"", ""remark"": """", ""tradeTime"": ""2025-12-31 17:41:31"", ""tradeStatus"": ""交易成功"", ""counterparty"": ""盒马"", ""tradeOrderNo"": ""2025123122001145901444804031\t"", ""paymentMethod"": ""花呗"", ""tradeCategory"": ""餐饮美食"", ""incomeOrExpense"": ""支出"", ""merchantOrderNo"": ""T200P4980508597274343545\t"", ""productDescription"": ""【炖煮季】盒适 新黄心土豆 约1kg等多件"", ""counterpartyAccount"": ""shh***@163.com""}",2025123122001145901444804031	,2025-12-31 17:41:31,50.94,OUT,盒马,花呗,【炖煮季】盒适 新黄心土豆 约1kg等多件 - 餐饮美食,1801,2.0.0,0,2026-02-04 15:49:33,PARSED,3,2026-02-04 15:49:35,3,2026-02-04 15:49:35,0,超市
